PlanId,StepId,StepInfo,ActionType,ActionName,Input,Output,Expected,Critical
P7,1,Open Browser,xUI,xOpenBrowser,chrome,,,y
P7,2,Navigate to Home,xUI,xNavigate,base_url,,,y
P7,3,Type in Search Box,xUI,xType,test_query;search_box_locator,,,y
P7,4,Click Search Button,xUI,xClick,search_button_locator,,,y
P7,5,Verify Search Results,xUI,xWaitFor,search_results,,,n
P7,6,Clear Search,xUI,xClear,search_box_locator,,,n
P7,7,Close Browser,xUI,xCloseBrowser,,,,n
P8,1,Open Browser,xUI,xOpenBrowser,chrome,,,y
P8,2,Navigate to Y YPADs,xUI,xNavigate,y_ypads_url,,,y
P8,3,Click yPlans Upload,xUI,xClick,yplans_upload_button,,,n
P8,4,Upload Test File,xUI,xUploadFile,yplans_file_input;test_file_path,,,n
P8,5,Click yActions Upload,xUI,xClick,yactions_upload_button,,,n
P8,6,Upload Test File,xUI,xUploadFile,yactions_file_input;test_file_path,,,n
P8,7,Click yDesigns Upload,xUI,xClick,ydesigns_upload_button,,,n
P8,8,Upload Test File,xUI,xUploadFile,ydesigns_file_input;test_file_path,,,n
P8,9,Click Add YPAD Set,xUI,xClick,add_ypad_set_button,,,n
P8,10,Verify Upload Success,xUI,xWaitFor,upload_success_message,,,n
P8,11,Close Browser,xUI,xCloseBrowser,,,,n
P9,1,Open Browser,xUI,xOpenBrowser,chrome,,,y
P9,2,Set Mobile Viewport,xUI,xSetViewport,mobile_viewport_size,,,y
P9,3,Navigate to Home,xUI,xNavigate,base_url,,,y
P9,4,Verify Mobile Layout,xUI,xGetText,main_heading_locator,FoXYiZ,,y
P9,5,Set Desktop Viewport,xUI,xSetViewport,desktop_viewport_size,,,y
P9,6,Verify Desktop Layout,xUI,xGetText,main_heading_locator,FoXYiZ,,y
P9,7,Close Browser,xUI,xCloseBrowser,,,,n
P2,1,Open Browser,xUI,xOpenBrowser,chrome,,,n
P2,2,Navigate to Sign Up,xUI,xNavigate,signup_url,,,n
P2,3,Type Email,xUI,xType,email;email_locator,,,n
P2,4,Type Password,xUI,xType,password;password_locator,,,n
P2,5,Type Username,xUI,xType,username;username_locator,,,n
P2,6,Click Sign Up,xUI,xClick,signup_button_locator,,,n
P2,7,Verify Confirmation,xUI,xGetText,confirmation_locator,confirmation_msg,,n
P2,8,Close Browser,xUI,xCloseBrowser,,,,n
P3,1,Open Browser,xUI,xOpenBrowser,chrome,,,n
P3,2,Navigate to Sign In,xUI,xNavigate,signin_url,,,n
P3,3,Type Email,xUI,xType,email;email_locator,,,n
P3,4,Type Password,xUI,xType,password;password_locator,,,n
P3,5,Click Sign In,xUI,xClick,signin_button_locator,,,n
P3,6,Wait for Dashboard,xUI,xWaitFor,dashboard_locator,,,n
P3,7,Verify Logged In,xUI,xGetText,user_menu_locator,user_name,,n
P3,8,Close Browser,xUI,xCloseBrowser,,,,n
P4,1,Open Browser,xUI,xOpenBrowser,chrome,,,n
P4,2,Navigate to Docs,xUI,xNavigate,docs_url,,,n
P4,3,Verify Docs Title,xUI,xGetTitle,,FoXYiZ - Documentation,,n
P4,4,Verify Features Section,xUI,xGetText,features_section_locator,features_text,,n
P4,5,Close Browser,xUI,xCloseBrowser,,,,n
P5,1,Reuse Sign In,xReuse,P3,,,,n
P5,2,Navigate to yPAD Page,xUI,xNavigate,ypad_url,,,n
P5,3,Upload yPlans,xUI,xUploadFile,yplans_input_locator;yplans_file_path,,,n
P5,4,Upload yActions,xUI,xUploadFile,yactions_input_locator;yactions_file_path,,,n
P5,5,Upload yDesigns,xUI,xUploadFile,ydesigns_input_locator;ydesigns_file_path,,,n
P5,6,Click Merge,xUI,xClick,merge_button_locator,,,n
P5,7,Verify Merge Success,xUI,xGetText,status_locator,status_msg,,n
P5,8,Close Browser,xUI,xCloseBrowser,,,,n
P6,1,Reuse Sign In,xReuse,P3,,,,n
P6,2,Navigate to F Engine,xUI,xNavigate,fengine_url,,,n
P6,3,Select yPAD Set,xUI,xSelectDropdown,ypad_selector;ypad_value,,,n
P6,4,Select Mode,xUI,xSelectDropdown,mode_selector;mode_value,,,n
P6,5,Click Execute,xUI,xClick,execute_button_locator,,,n
P6,6,Wait for Completion,xUI,xWaitFor,status_locator,,,n
P6,7,Verify zResults Generated,xUI,xGetText,zresults_link_locator,zresults_text,,n
P6,8,Close Browser,xUI,xCloseBrowser,,,,n
P7,1,Reuse Sign In,xReuse,P3,,,,n
P7,2,Navigate to zResults,xUI,xNavigate,zresults_url,,,n
P7,3,Upload zResults CSV,xUI,xUploadFile,zresults_input_locator;zresults_file_path,,,n
P7,4,Click Analyze,xUI,xClick,analyze_button_locator,,,n
P7,5,Verify Stats Table,xUI,xGetText,stats_table_locator,stats_text,,n
P7,6,Close Browser,xUI,xCloseBrowser,,,,n
P8,1,Reuse Sign In,xReuse,P3,,,,n
P8,2,Navigate to AI Assistant,xUI,xNavigate,ai_url,,,n
P8,3,Upload Context File,xUI,xUploadFile,context_input_locator;context_file_path,,,n
P8,4,Type Query,xUI,xType,query_text;query_input_locator,,,n
P8,5,Click Submit,xUI,xClick,submit_button_locator,,,n
P8,6,Verify Response,xUI,xGetText,response_locator,response_text,,n
P8,7,Close Browser,xUI,xCloseBrowser,,,,n
P9,1,Open Browser,xUI,xOpenBrowser,chrome,,,n
P9,2,Navigate to Home,xUI,xNavigate,base_url,,,n
P9,3,Verify Current URL,xUI,xGetCurrentUrl,,,,n
P9,4,Click Touch Element,xUI,xClick,touch_element_locator,,,n
P9,5,Close Browser,xUI,xCloseBrowser,,,,n
P10,1,Send Sign Up API Request,xAPI,xPost,base_url;api_signup_endpoint;signup_payload,signup_response,,n
P10,2,Validate Response,xJSON,xValidateJson,message,signup_success,,n
P11,1,Get Auth Token,xAPI,xGetAuthToken,auth_url;auth_payload,auth_token,,n
P11,2,Get yPAD Data,xAPI,xGet,base_url;api_ypads_endpoint;auth_token,ypad_response,,n
P11,3,Validate yPAD Data,xJSON,xValidateJson,ypads,data_retrieved,,n
P12,1,Get Auth Token,xAPI,xGetAuthToken,auth_url;auth_payload,auth_token,,n
P12,2,Send AI Generate Request,xAPI,xPost,base_url;api_ai_generate_endpoint;ai_payload;auth_token,ai_response,,n
P12,3,Validate AI Response,xJSON,xValidateJson,insights,insights_generated,,n
P13,1,Open Browser,xUI,xOpenBrowser,chrome,,,y
P13,2,Navigate to Home,xUI,xNavigate,base_url,,,y
P13,3,Click AI Assistant Link,xUI,xClick,ai_assistant_link_locator,,,y
P13,4,Verify AI Assistant Title,xUI,xGetText,ai_assistant_heading_locator,🤖 AI Assistant,,y
P13,5,Click Home Link,xUI,xClick,home_link_locator,,,y
P13,6,Verify Back to Home,xUI,xGetText,main_heading_locator,FoXYiZ,,y
P13,7,Close Browser,xUI,xCloseBrowser,,,,n
P14,1,Open Browser,xUI,xOpenBrowser,chrome,,,y
P14,2,Navigate to Home,xUI,xNavigate,base_url,,,y
P14,3,Verify Title,xUI,xGetTitle,,FoXYiZ - Modern Workflow Automation,,y
P14,4,Close Browser,xUI,xCloseBrowser,,,,n
